Datum/Uhrzeit;Preis;Bezeichnung;Menge;Zahlung;Bonnr.;
11.07.2025 18:16:44;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05226;
11.07.2025 18:41:55;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05227;
11.07.2025 18:41:55;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05227;
11.07.2025 18:41:55;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05227;
11.07.2025 18:41:55;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05227;
11.07.2025 18:41:55;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05227;
11.07.2025 18:41:55;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05227;
11.07.2025 18:43:05;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05228;
11.07.2025 19:27:59;-3.996,50;Entnahme: Entnahme;1;Bar;05229;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:23;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:24;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:24;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:02:24;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05230;
12.07.2025 10:03:05;105,00;Saisonkarte Erwachsen;1;Bar;05231;
12.07.2025 10:11:04;60,00;Zehnerkarte Erwachsen;1;Bar;05232;
12.07.2025 10:17:02;105,00;Saisonkarte Erwachsen;1;EC-Cash;05233;
12.07.2025 10:19:00;105,00;Saisonkarte Erwachsen;1;Bar;05234;
12.07.2025 10:22:44;60,00;Saisonkarte ermäßigt;1;Bar;05235;
12.07.2025 10:30:45;105,00;Saisonkarte Erwachsen;1;Bar;05236;
12.07.2025 10:35:52;7,00;Erw. Tageskarte;1;Bar;05237;
12.07.2025 10:40:32;60,00;Zehnerkarte Erwachsen;1;EC-Cash;05238;
12.07.2025 10:51:17;7,00;Erw. Tageskarte;1;Bar;05239;
12.07.2025 10:51:17;7,00;Erw. Tageskarte;1;Bar;05239;
12.07.2025 10:58:55;4,50;Kind Tageskarte;1;Bar;05240;
12.07.2025 11:01:23;185,00;Saisonkarte Familie 6W;1;EC-Cash;05241;
12.07.2025 11:06:07;4,50;Kind Tageskarte;1;Bar;05242;
12.07.2025 11:29:25;60,00;Zehnerkarte Erwachsen;1;Bar;05243;
12.07.2025 11:43:19;60,00;Zehnerkarte Erwachsen;1;Bar;05244;
12.07.2025 11:45:15;60,00;Zehnerkarte Erwachsen;1;EC-Cash;05245;
12.07.2025 11:58:20;185,00;Saisonkarte Familie 6W;1;EC-Cash;05246;
12.07.2025 11:58:30;4,50;Kind Tageskarte;1;Bar;05247;
12.07.2025 12:10:02;105,00;Saisonkarte Erwachsen;1;EC-Cash;05248;
12.07.2025 12:29:17;4,50;Kind Tageskarte;1;EC-Cash;05249;
12.07.2025 12:29:17;4,50;Kind Tageskarte;1;EC-Cash;05249;
12.07.2025 12:29:17;4,50;Kind Tageskarte;1;EC-Cash;05249;
12.07.2025 12:29:17;7,00;Erw. Tageskarte;1;EC-Cash;05249;
12.07.2025 12:29:17;4,50;Kind Tageskarte;1;EC-Cash;05249;
12.07.2025 12:29:43;4,50;Kind Tageskarte;1;Bar;05250;
12.07.2025 12:30:18;4,50;Kind Tageskarte;1;Bar;05251;
12.07.2025 12:32:48;4,50;Kind Tageskarte;1;Bar;05252;
12.07.2025 12:35:28;4,50;Kind Tageskarte;1;Bar;05253;
12.07.2025 12:35:28;4,50;Kind Tageskarte;1;Bar;05253;
12.07.2025 12:35:28;4,50;Kind Tageskarte;1;Bar;05253;
12.07.2025 12:35:28;7,00;Erw. Tageskarte;1;Bar;05253;
12.07.2025 12:35:28;7,00;Erw. Tageskarte;1;Bar;05253;
12.07.2025 12:42:32;7,00;Erw. Tageskarte;1;Bar;05254;
12.07.2025 12:42:32;4,50;Kind Tageskarte;1;Bar;05254;
12.07.2025 12:50:38;37,00;Zehnerkarte    Ermäßigt;1;Bar;05255;
12.07.2025 12:51:39;4,50;Kind Tageskarte;1;Bar;05256;
12.07.2025 12:56:43;37,00;Zehnerkarte    Ermäßigt;1;Bar;05257;
12.07.2025 12:56:43;4,50;Kind Tageskarte;1;Bar;05257;
12.07.2025 13:04:50;4,50;Kind Tageskarte;1;Bar;05258;
12.07.2025 13:07:47;4,50;Kind Tageskarte;1;Bar;05259;
12.07.2025 13:08:43;4,50;Kind Tageskarte;1;Bar;05260;
12.07.2025 13:23:44;4,50;Kind Tageskarte;1;Bar;05261;
12.07.2025 13:25:40;7,00;Erw. Tageskarte;1;Bar;05262;
12.07.2025 13:25:40;7,00;Erw. Tageskarte;1;Bar;05262;
12.07.2025 13:38:47;4,50;Kind Tageskarte;1;Bar;05263;
12.07.2025 13:46:46;7,00;Erw. Tageskarte;1;Bar;05264;
12.07.2025 13:46:46;7,00;Erw. Tageskarte;1;Bar;05264;
12.07.2025 13:46:46;7,00;Erw. Tageskarte;1;Bar;05264;
12.07.2025 13:46:46;7,00;Erw. Tageskarte;1;Bar;05264;
12.07.2025 13:51:26;4,50;Kind Tageskarte;1;Bar;05265;
12.07.2025 13:51:26;7,00;Erw. Tageskarte;1;Bar;05265;
12.07.2025 13:57:02;4,50;Kind Tageskarte;1;Bar;05266;
12.07.2025 13:57:02;4,50;Kind Tageskarte;1;Bar;05266;
12.07.2025 14:01:19;4,50;Kind Tageskarte;1;Bar;05267;
12.07.2025 14:01:19;0,00;Kind Zehnerkarte - Besucher - ;1;Bar;05267;
12.07.2025 14:01:19;0,00;Kind Zehnerkarte - Besucher - ;1;Bar;05267;
12.07.2025 14:03:09;37,00;Zehnerkarte    Ermäßigt;1;Bar;05268;
12.07.2025 14:03:09;37,00;Zehnerkarte    Ermäßigt;1;Bar;05268;
12.07.2025 14:19:11;4,50;Kind Tageskarte;1;Bar;05269;
12.07.2025 14:19:11;4,50;Kind Tageskarte;1;Bar;05269;
12.07.2025 14:19:11;4,50;Kind Tageskarte;1;Bar;05269;
12.07.2025 14:27:45;18,00;Fam Tageskarte;1;EC-Cash;05270;
12.07.2025 14:32:14;7,00;Erw. Tageskarte;1;Bar;05271;
12.07.2025 14:32:14;7,00;Erw. Tageskarte;1;Bar;05271;
12.07.2025 14:32:14;7,00;Erw. Tageskarte;1;Bar;05271;
12.07.2025 14:42:43;60,00;Saisonkarte ermäßigt;1;Bar;05272;
12.07.2025 14:42:43;7,00;Erw. Tageskarte;1;Bar;05272;
12.07.2025 14:45:47;7,00;Erw. Tageskarte;1;Bar;05273;
12.07.2025 14:45:47;7,00;Erw. Tageskarte;1;Bar;05273;
12.07.2025 14:45:47;37,00;Zehnerkarte    Ermäßigt;1;Bar;05273;
12.07.2025 14:55:47;37,00;Zehnerkarte    Ermäßigt;1;Bar;05274;
12.07.2025 14:55:47;7,00;Erw. Tageskarte;1;Bar;05274;
12.07.2025 14:55:47;7,00;Erw. Tageskarte;1;Bar;05274;
12.07.2025 14:56:38;60,00;Saisonkarte ermäßigt;1;Bar;05275;
12.07.2025 14:57:42;4,50;Kind Tageskarte;1;Bar;05276;
12.07.2025 14:57:42;4,50;Kind Tageskarte;1;Bar;05276;
12.07.2025 14:57:43;4,50;Kind Tageskarte;1;Bar;05276;
12.07.2025 15:02:08;7,00;Erw. Tageskarte;1;Bar;05277;
12.07.2025 15:04:19;37,00;Zehnerkarte    Ermäßigt;1;Bar;05278;
12.07.2025 15:05:38;4,50;Kind Tageskarte;1;Bar;05279;
12.07.2025 15:05:38;4,50;Kind Tageskarte;1;Bar;05279;
12.07.2025 15:05:57;4,50;Kind Tageskarte;1;Bar;05280;
12.07.2025 15:08:10;4,50;Kind Tageskarte;1;Bar;05281;
12.07.2025 15:08:10;4,50;Kind Tageskarte;1;Bar;05281;
12.07.2025 15:08:10;4,50;Kind Tageskarte;1;Bar;05281;
12.07.2025 15:08:10;4,50;Kind Tageskarte;1;Bar;05281;
12.07.2025 15:08:10;4,50;Kind Tageskarte;1;Bar;05281;
12.07.2025 15:08:10;4,50;Kind Tageskarte;1;Bar;05281;
12.07.2025 15:14:18;4,50;Kind Tageskarte;1;Bar;05282;
12.07.2025 15:21:13;7,00;Erw. Tageskarte;1;Bar;05283;
12.07.2025 15:21:13;4,50;Kind Tageskarte;1;Bar;05283;
12.07.2025 15:21:13;4,50;Kind Tageskarte;1;Bar;05283;
12.07.2025 15:23:19;7,00;Erw. Tageskarte;1;Bar;05284;
12.07.2025 15:35:32;185,00;Saisonkarte Familie 6W;1;Bar;05285;
12.07.2025 15:36:09;4,50;Kind Tageskarte;1;Bar;05286;
12.07.2025 15:36:09;4,50;Kind Tageskarte;1;Bar;05286;
12.07.2025 15:36:09;4,50;Kind Tageskarte;1;Bar;05286;
12.07.2025 15:36:09;7,00;Erw. Tageskarte;1;Bar;05286;
12.07.2025 15:38:51;105,00;Saisonkarte Erwachsen;1;EC-Cash;05287;
12.07.2025 15:41:50;4,50;Kind Tageskarte;1;Bar;05288;
12.07.2025 15:41:50;4,50;Kind Tageskarte;1;Bar;05288;
12.07.2025 15:44:11;105,00;Saisonkarte Erwachsen;1;Bar;05289;
12.07.2025 15:44:41;7,00;Erw. Tageskarte;1;Bar;05290;
12.07.2025 15:44:41;7,00;Erw. Tageskarte;1;Bar;05290;
12.07.2025 15:44:41;4,50;Kind Tageskarte;1;Bar;05290;
12.07.2025 15:47:44;3,00;Wasserball;1;Bar;05291;
12.07.2025 15:51:04;185,00;Saisonkarte Familie 6W;1;EC-Cash;05292;
12.07.2025 15:51:18;105,00;Saisonkarte Erwachsen;1;Bar;05293;
12.07.2025 15:52:59;7,00;Erw. Tageskarte;1;Bar;05294;
12.07.2025 15:53:50;37,00;Zehnerkarte    Ermäßigt;1;Bar;05295;
12.07.2025 15:54:41;4,50;Kind Tageskarte;1;Bar;05296;
12.07.2025 15:54:41;4,50;Kind Tageskarte;1;Bar;05296;
12.07.2025 15:57:50;60,00;Zehnerkarte Erwachsen;1;EC-Cash;05297;
12.07.2025 15:58:31;4,50;Kind Tageskarte;1;Bar;05298;
12.07.2025 15:59:09;60,00;Saisonkarte ermäßigt;1;Bar;05299;
12.07.2025 16:00:34;105,00;Saisonkarte Erwachsen;1;EC-Cash;05300;
12.07.2025 16:02:12;7,00;Erw. Tageskarte;1;Bar;05301;
12.07.2025 16:04:23;185,00;Saisonkarte Familie 6W;1;Bar;05302;
12.07.2025 16:05:36;4,50;Kind Tageskarte;1;Bar;05303;
12.07.2025 16:05:36;4,50;Kind Tageskarte;1;Bar;05303;
12.07.2025 16:07:45;7,00;Erw. Tageskarte;1;Bar;05304;
12.07.2025 16:10:10;37,00;Zehnerkarte    Ermäßigt;1;EC-Cash;05305;
12.07.2025 16:10:10;60,00;Zehnerkarte Erwachsen;1;EC-Cash;05305;
12.07.2025 16:22:15;4,50;Kind Tageskarte;1;Bar;05306;
12.07.2025 16:22:40;4,50;Kind Tageskarte;1;Bar;05307;
12.07.2025 16:26:47;4,50;Kind Tageskarte;1;Bar;05308;
12.07.2025 16:27:56;60,00;Saisonkarte ermäßigt;1;Bar;05309;
12.07.2025 16:29:32;37,00;Zehnerkarte    Ermäßigt;1;Bar;05310;
12.07.2025 16:34:13;7,00;Erw. Tageskarte;1;Bar;05311;
12.07.2025 16:34:13;4,50;Kind Tageskarte;1;Bar;05311;
12.07.2025 16:40:04;4,50;Kind Tageskarte;1;Bar;05312;
12.07.2025 16:55:23;7,00;Erw. Tageskarte;1;Bar;05313;
12.07.2025 16:55:23;4,50;Kind Tageskarte;1;Bar;05313;
12.07.2025 17:15:26;7,00;Erw. Tageskarte;1;Bar;05314;
12.07.2025 17:15:26;7,00;Erw. Tageskarte;1;Bar;05314;
12.07.2025 17:19:17;7,00;Erw. Tageskarte;1;Bar;05315;
12.07.2025 17:20:43;4,50;Kind Tageskarte;1;Bar;05316;
12.07.2025 17:57:10;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05317;
12.07.2025 17:59:48;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05318;
12.07.2025 17:59:48;3,00;Kind Tageskarte ab 18 Uhr;1;Bar;05318;
12.07.2025 18:02:51;3,00;Kind Tageskarte ab 18 Uhr;1;Bar;05319;
12.07.2025 18:02:51;3,00;Kind Tageskarte ab 18 Uhr;1;Bar;05319;
12.07.2025 18:02:57;3,00;Kind Tageskarte ab 18 Uhr;1;Bar;05320;
12.07.2025 18:09:18;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05321;
12.07.2025 18:10:07;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05322;
12.07.2025 18:21:22;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05323;
12.07.2025 18:26:17;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05324;
12.07.2025 20:01:15;-2.291,00;Entnahme: Entnahme;1;Bar;05325;
13.07.2025 10:07:27;7,00;Erw. Tageskarte;1;Bar;05326;
13.07.2025 10:07:27;7,00;Erw. Tageskarte;1;Bar;05326;
13.07.2025 10:39:14;105,00;Saisonkarte Erwachsen;1;Bar;05327;
13.07.2025 10:41:55;7,00;Erw. Tageskarte;1;Bar;05328;
13.07.2025 11:14:21;60,00;Zehnerkarte Erwachsen;1;Bar;05329;
13.07.2025 11:47:54;7,00;Erw. Tageskarte;1;Bar;05330;
13.07.2025 12:35:38;7,00;Erw. Tageskarte;1;Bar;05331;
13.07.2025 12:52:28;105,00;Saisonkarte Erwachsen;1;Bar;05332;
13.07.2025 13:00:30;105,00;Saisonkarte Erwachsen;1;EC-Cash;05333;
13.07.2025 13:11:40;7,00;Erw. Tageskarte;1;EC-Cash;05334;
13.07.2025 13:19:19;105,00;Saisonkarte Erwachsen;1;EC-Cash;05335;
13.07.2025 13:23:04;185,00;Saisonkarte Familie 6W;1;EC-Cash;05336;
13.07.2025 13:38:53;60,00;Saisonkarte ermäßigt;1;Bar;05337;
13.07.2025 13:45:05;60,00;Saisonkarte ermäßigt;1;Bar;05338;
13.07.2025 13:46:05;0,00;Freikarte sonstige (sammeln);1;Bar;05339;
13.07.2025 14:07:12;7,00;Erw. Tageskarte;1;Bar;05340;
13.07.2025 14:07:12;4,50;Kind Tageskarte;1;Bar;05340;
13.07.2025 14:07:12;3,00;Wasserball;1;Bar;05340;
13.07.2025 14:26:40;185,00;Saisonkarte Familie 6W;1;Bar;05341;
13.07.2025 14:42:43;7,00;Erw. Tageskarte;1;Bar;05342;
13.07.2025 14:47:48;4,50;Kind Tageskarte;1;Bar;05343;
13.07.2025 14:47:48;4,50;Kind Tageskarte;1;Bar;05343;
13.07.2025 15:12:33;185,00;Saisonkarte Familie 6W;1;EC-Cash;05344;
13.07.2025 15:15:51;60,00;Zehnerkarte Erwachsen;1;EC-Cash;05345;
13.07.2025 15:26:12;185,00;Saisonkarte Familie 6W;1;EC-Cash;05346;
13.07.2025 15:27:13;18,00;Fam Tageskarte;1;Bar;05347;
13.07.2025 15:28:02;7,00;Erw. Tageskarte;1;Bar;05348;
13.07.2025 15:28:02;4,50;Kind Tageskarte;1;Bar;05348;
13.07.2025 15:40:25;7,00;Erw. Tageskarte;1;EC-Cash;05349;
13.07.2025 15:45:31;7,00;Erw. Tageskarte;1;Bar;05350;
13.07.2025 15:50:13;4,50;Kind Tageskarte;3;Bar;05351;
13.07.2025 15:50:44;4,50;Kind Tageskarte;1;Bar;05352;
13.07.2025 15:51:31;7,00;Erw. Tageskarte;1;EC-Cash;05353;
13.07.2025 15:53:21;4,50;Kind Tageskarte;1;Bar;05354;
13.07.2025 15:58:31;105,00;Saisonkarte Erwachsen;1;Bar;05355;
13.07.2025 16:02:39;105,00;Saisonkarte Erwachsen;1;Bar;05356;
13.07.2025 16:35:08;7,00;Erw. Tageskarte;1;Bar;05357;
13.07.2025 17:03:00;7,00;Erw. Tageskarte;1;Bar;05358;
13.07.2025 17:03:36;7,00;Erw. Tageskarte;1;Bar;05359;
13.07.2025 17:09:16;37,00;Zehnerkarte    Ermäßigt;1;EC-Cash;05360;
13.07.2025 17:09:16;60,00;Saisonkarte ermäßigt;1;EC-Cash;05360;
13.07.2025 17:11:10;7,00;Erw. Tageskarte;1;Bar;05361;
13.07.2025 17:11:10;4,50;Kind Tageskarte;1;Bar;05361;
13.07.2025 17:15:47;7,00;Erw. Tageskarte;1;Bar;05362;
13.07.2025 17:24:01;105,00;Saisonkarte Erwachsen;1;EC-Cash;05363;
13.07.2025 17:31:36;7,00;Erw. Tageskarte;1;Bar;05364;
13.07.2025 17:31:36;7,00;Erw. Tageskarte;1;Bar;05364;
13.07.2025 17:32:21;18,00;Fam Tageskarte;1;Bar;05365;
13.07.2025 17:37:36;7,00;Erw. Tageskarte;1;EC-Cash;05366;
13.07.2025 17:37:36;7,00;Erw. Tageskarte;1;EC-Cash;05366;
13.07.2025 17:40:38;185,00;Saisonkarte Familie 6W;1;EC-Cash;05367;
13.07.2025 17:59:36;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05368;
13.07.2025 17:59:36;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05368;
13.07.2025 17:59:36;3,00;Kind Tageskarte ab 18 Uhr;1;Bar;05368;
13.07.2025 18:02:31;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05369;
13.07.2025 18:06:35;0,00;Freikarte sonstige (sammeln);1;Bar;05370;
13.07.2025 18:06:35;0,00;Freikarte sonstige (sammeln);1;Bar;05370;
13.07.2025 18:06:35;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05370;
13.07.2025 18:07:11;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05371;
13.07.2025 18:10:09;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05372;
13.07.2025 18:10:09;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05372;
13.07.2025 18:10:09;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05372;
13.07.2025 18:22:37;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05373;
13.07.2025 18:26:47;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05374;
13.07.2025 18:29:14;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05375;
13.07.2025 19:56:29;-1.022,50;Entnahme: Entnahme;1;Bar;05376;
14.07.2025 09:53:10;37,00;Zehnerkarte    Ermäßigt;1;Bar;05377;
14.07.2025 09:53:30;7,00;Erw. Tageskarte;1;Bar;05378;
14.07.2025 09:54:22;37,00;Zehnerkarte    Ermäßigt;1;Bar;05379;
14.07.2025 09:55:17;37,00;Zehnerkarte    Ermäßigt;1;Bar;05380;
14.07.2025 09:55:54;37,00;Zehnerkarte    Ermäßigt;1;Bar;05381;
14.07.2025 09:57:17;37,00;Zehnerkarte    Ermäßigt;1;Bar;05382;
14.07.2025 09:57:58;37,00;Zehnerkarte    Ermäßigt;1;Bar;05383;
14.07.2025 10:00:11;37,00;Zehnerkarte    Ermäßigt;1;EC-Cash;05384;
14.07.2025 10:01:14;7,00;Erw. Tageskarte;1;Bar;05385;
14.07.2025 10:02:01;4,50;Kind Tageskarte;2;Bar;05386;
14.07.2025 10:03:20;105,00;Saisonkarte Erwachsen;1;Bar;05387;
14.07.2025 10:04:10;37,00;Zehnerkarte    Ermäßigt;2;Bar;05388;
14.07.2025 10:12:47;7,00;Erw. Tageskarte;3;Bar;05389;
14.07.2025 10:19:38;37,00;Zehnerkarte    Ermäßigt;1;Bar;05390;
14.07.2025 10:34:20;7,00;Erw. Tageskarte;2;Bar;05391;
14.07.2025 10:35:30;37,00;Zehnerkarte    Ermäßigt;1;Bar;05392;
14.07.2025 10:39:55;37,00;Zehnerkarte    Ermäßigt;1;Bar;05393;
14.07.2025 10:43:08;37,00;Zehnerkarte    Ermäßigt;1;Bar;05394;
14.07.2025 10:46:36;37,00;Zehnerkarte    Ermäßigt;1;Bar;05395;
14.07.2025 10:47:44;37,00;Zehnerkarte    Ermäßigt;1;Bar;05396;
14.07.2025 10:47:44;4,50;Kind Tageskarte;1;Bar;05396;
14.07.2025 10:49:05;37,00;Zehnerkarte    Ermäßigt;2;EC-Cash;05397;
14.07.2025 10:50:14;7,00;Erw. Tageskarte;1;EC-Cash;05398;
14.07.2025 10:52:31;37,00;Zehnerkarte    Ermäßigt;1;EC-Cash;05399;
14.07.2025 10:53:10;37,00;Zehnerkarte    Ermäßigt;1;Bar;05400;
