Datum/Uhrzeit;Preis;Bezeichnung;Menge;Zahlung;Bonnr.
05.07.2024 09:58:21;0,00;Erw. Saisoinkarte - Besucher -;1;Bar;00053
05.07.2024 10:12:19;0,00;Familienkarte          6 Wochen      - Besucher -;1;Bar;00054
05.07.2024 10:14:21;0,00;Erw. Saisoinkarte - Besucher -;1;Bar;00055
05.07.2024 11:06:42;325,00;Einlage: Anfangsbestand als Einzahlung eingebucht. Kurt Genz 11:06 am 5.7.2024;1;Bar;00056
05.07.2024 12:55:18;105,00;Saisonkarte Erwachsen;1;EC-Cash;00057
05.07.2024 13:31:23;4,50;Kind Tageskarte;1;Bar;00058
05.07.2024 13:32:03;4,50;Kind Tageskarte;1;Bar;00059
05.07.2024 13:35:15;4,50;Kind Tageskarte;1;Bar;00060
05.07.2024 13:54:04;4,50;Kind Tageskarte;1;Bar;00061
05.07.2024 13:55:11;4,50;Kind Tageskarte;1;Bar;00062
05.07.2024 13:56:39;37,00;Zehnerkarte    Ermäßigt;1;Bar;00063
05.07.2024 15:11:35;60,00;Saisonkarte ermäßigt;1;Bar;00064
05.07.2024 15:38:03;105,00;Saisonkarte Erwachsen;1;Bar;00065
05.07.2024 16:06:00;185,00;Saisonkarte Familie 6W;1;EC-Cash;00066
05.07.2024 17:52:35;-60,00;Saisonkarte ermäßigt;1;Bar;00067
05.07.2024 18:09:37;-189,50;Entnahme: Entnahme;1;Bar;00068
06.07.2024 10:02:41;115,00;Saisonkarte Familie 3W;1;Bar;00069
06.07.2024 10:19:28;185,00;Saisonkarte Familie 6W;1;Bar;00070
06.07.2024 10:42:49;105,00;Saisonkarte Erwachsen;1;Bar;00071
06.07.2024 11:02:37;105,00;Saisonkarte Erwachsen;1;Bar;00072
06.07.2024 11:02:37;105,00;Saisonkarte Erwachsen;1;Bar;00072
06.07.2024 12:13:25;4,50;Kind Tageskarte;1;Bar;00073
06.07.2024 12:13:57;4,50;Kind Tageskarte;1;Bar;00074
06.07.2024 12:16:30;2,00;Wasserspritze;1;Bar;00075
06.07.2024 13:03:54;18,00;Fam Tageskarte;1;Bar;00076
06.07.2024 13:08:28;4,50;Kind Tageskarte;1;Bar;00077
06.07.2024 13:11:42;18,00;Fam Tageskarte;1;Bar;00078
06.07.2024 13:13:03;3,00;Wasserball;1;Bar;00079
06.07.2024 13:46:30;185,00;Saisonkarte Familie 6W;1;EC-Cash;00080
06.07.2024 13:56:26;4,50;Kind Tageskarte;1;Bar;00081
06.07.2024 13:58:55;4,50;Kind Tageskarte;1;Bar;00082
06.07.2024 13:58:55;4,50;Kind Tageskarte;1;Bar;00082
06.07.2024 14:10:49;115,00;Saisonkarte Familie 3W;1;EC-Cash;00083
06.07.2024 14:10:49;60,00;Saisonkarte ermäßigt;1;EC-Cash;00083
06.07.2024 14:58:02;60,00;Saisonkarte ermäßigt;1;Bar;00084
06.07.2024 14:59:19;4,50;Kind Tageskarte;1;Bar;00085
06.07.2024 14:59:26;4,50;Kind Tageskarte;1;Bar;00086
06.07.2024 14:59:44;4,50;Kind Tageskarte;1;Bar;00087
06.07.2024 15:02:38;185,00;Saisonkarte Familie 6W;1;EC-Cash;00088
06.07.2024 15:05:52;185,00;Saisonkarte Familie 6W;1;EC-Cash;00089
06.07.2024 15:07:37;105,00;Saisonkarte Erwachsen;1;Bar;00090
06.07.2024 15:55:26;105,00;Saisonkarte Erwachsen;1;EC-Cash;00091
06.07.2024 16:38:11;7,00;Erw. Tageskarte;1;Bar;00092
06.07.2024 16:41:39;60,00;Zehnerkarte Erwachsen;1;EC-Cash;00093
06.07.2024 16:41:39;0,00;Kind Zehnerkarte - Besucher - ;1;EC-Cash;00093
06.07.2024 16:41:39;37,00;Zehnerkarte    Ermäßigt;1;EC-Cash;00093
06.07.2024 16:47:53;4,50;Kind Tageskarte;1;Bar;00094
07.07.2024 10:22:43;60,00;Zehnerkarte Erwachsen;1;Bar;00096
07.07.2024 10:23:26;4,50;Kind Tageskarte;1;Bar;00097
07.07.2024 11:19:23;4,50;Kind Tageskarte;1;Bar;00098
07.07.2024 11:30:27;60,00;Zehnerkarte Erwachsen;1;EC-Cash;00099
07.07.2024 11:30:27;37,00;Zehnerkarte    Ermäßigt;1;EC-Cash;00099
07.07.2024 11:47:14;4,50;Kind Tageskarte;1;Bar;00100
07.07.2024 11:47:14;4,50;Kind Tageskarte;1;Bar;00100
07.07.2024 12:09:05;4,50;Kind Tageskarte;1;Bar;00101
07.07.2024 12:11:18;2,00;Wasserspritze;1;Bar;00102
07.07.2024 12:11:18;4,50;Kind Tageskarte;1;Bar;00102
07.07.2024 12:11:47;4,50;Kind Tageskarte;1;Bar;00103
07.07.2024 12:32:18;185,00;Saisonkarte Familie 6W;1;EC-Cash;00104
07.07.2024 13:00:32;185,00;Saisonkarte Familie 6W;1;EC-Cash;00105
07.07.2024 14:32:57;4,50;Kind Tageskarte;1;Bar;00106
07.07.2024 15:37:50;105,00;Saisonkarte Erwachsen;1;EC-Cash;00107
07.07.2024 15:55:53;18,00;Fam Tageskarte;1;Bar;00108
07.07.2024 15:58:51;185,00;Saisonkarte Familie 6W;1;EC-Cash;00109
07.07.2024 16:00:08;7,00;Erw. Tageskarte;1;Bar;00110
07.07.2024 16:45:26;185,00;Saisonkarte Familie 6W;1;EC-Cash;00111
07.07.2024 16:59:17;7,00;Erw. Tageskarte;1;Bar;00112
07.07.2024 16:59:17;4,50;Kind Tageskarte;1;Bar;00112
07.07.2024 16:59:17;4,50;Kind Tageskarte;1;Bar;00112
07.07.2024 17:15:25;0,00;Frei;1;Bar;00113
07.07.2024 19:30:43;105,00;Saisonkarte Erwachsen;1;EC-Cash;00114
07.07.2024 19:35:12;-1.019,00;Entnahme: Entnahme;1;Bar;00115
08.07.2024 11:29:08;105,00;Saisonkarte Erwachsen;1;Bar;00116
08.07.2024 11:32:50;4,50;Kind Tageskarte;1;Bar;00117
08.07.2024 11:43:28;105,00;Saisonkarte Erwachsen;1;Bar;00118
08.07.2024 11:54:03;7,00;Erw. Tageskarte;1;Bar;00119
08.07.2024 11:59:02;4,50;Kind Tageskarte;1;Bar;00120
08.07.2024 12:03:27;185,00;Saisonkarte Familie 6W;1;Bar;00121
08.07.2024 12:05:19;4,50;Kind Tageskarte;1;Bar;00122
08.07.2024 12:06:16;37,00;Zehnerkarte    Ermäßigt;1;Bar;00123
08.07.2024 13:34:20;7,00;Erw. Tageskarte;1;Bar;00124
08.07.2024 13:34:20;7,00;Erw. Tageskarte;1;Bar;00124
08.07.2024 13:41:17;4,50;Kind Tageskarte;1;EC-Cash;00125
08.07.2024 13:41:17;4,50;Kind Tageskarte;1;EC-Cash;00125
08.07.2024 13:42:29;37,00;Zehnerkarte    Ermäßigt;1;Bar;00126
08.07.2024 13:46:04;37,00;Zehnerkarte    Ermäßigt;1;Bar;00127
08.07.2024 13:46:43;4,50;Kind Tageskarte;1;Bar;00128
08.07.2024 13:48:45;37,00;Zehnerkarte    Ermäßigt;1;Bar;00129
08.07.2024 13:51:51;4,50;Kind Tageskarte;1;Bar;00130
08.07.2024 13:54:15;7,00;Erw. Tageskarte;1;Bar;00131
08.07.2024 13:59:01;18,00;Fam Tageskarte;1;Bar;00132
08.07.2024 14:29:54;0,00;Fam Tageskarte      - Besucher -;1;Bar;00133
08.07.2024 14:29:54;4,50;Kind Tageskarte;1;Bar;00133
08.07.2024 14:30:24;4,50;Kind Tageskarte;1;Bar;00134
08.07.2024 14:38:14;7,00;Erw. Tageskarte;1;Bar;00135
08.07.2024 14:59:11;4,50;Kind Tageskarte;1;Bar;00136
08.07.2024 14:59:57;4,50;Kind Tageskarte;1;Bar;00137
08.07.2024 15:01:30;4,50;Kind Tageskarte;1;Bar;00138
08.07.2024 15:17:28;4,50;Kind Tageskarte;1;Bar;00139
08.07.2024 15:36:56;0,00;Familienkarte          6 Wochen      - Besucher -;1;Bar;00140
08.07.2024 15:36:56;185,00;Saisonkarte Familie 6W;1;Bar;00140
08.07.2024 15:57:37;4,50;Kind Tageskarte;1;Bar;00141
08.07.2024 15:57:57;4,50;Kind Tageskarte;1;Bar;00142
08.07.2024 15:58:36;4,50;Kind Tageskarte;1;Bar;00143
08.07.2024 15:59:20;4,50;Kind Tageskarte;1;Bar;00144
08.07.2024 15:59:20;4,50;Kind Tageskarte;1;Bar;00144
08.07.2024 16:01:46;185,00;Saisonkarte Familie 6W;1;Bar;00145
08.07.2024 16:03:55;185,00;Saisonkarte Familie 6W;1;EC-Cash;00146
08.07.2024 16:27:57;4,50;Kind Tageskarte;1;Bar;00147
08.07.2024 16:39:35;185,00;Saisonkarte Familie 6W;1;EC-Cash;00148
08.07.2024 16:42:32;185,00;Saisonkarte Familie 6W;1;Bar;00149
08.07.2024 16:55:16;4,50;Kind Tageskarte;1;Bar;00150
08.07.2024 16:59:51;105,00;Saisonkarte Erwachsen;1;Bar;00151
08.07.2024 17:08:14;4,50;Kind Tageskarte;1;Bar;00152
08.07.2024 17:08:14;4,50;Kind Tageskarte;1;Bar;00152
08.07.2024 17:18:23;105,00;Saisonkarte Erwachsen;1;EC-Cash;00153
08.07.2024 17:26:40;185,00;Saisonkarte Familie 6W;1;EC-Cash;00154
08.07.2024 17:33:18;185,00;Saisonkarte Familie 6W;1;Bar;00155
08.07.2024 17:46:45;105,00;Saisonkarte Erwachsen;1;Bar;00156
08.07.2024 17:53:32;4,50;Kind Tageskarte;1;Bar;00157
08.07.2024 18:03:06;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;00158
08.07.2024 18:03:06;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;00158
08.07.2024 18:05:31;3,00;Kind Tageskarte ab 18 Uhr;1;Bar;00159
08.07.2024 18:05:31;3,00;Kind Tageskarte ab 18 Uhr;1;Bar;00159
08.07.2024 18:13:55;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;00160
08.07.2024 18:19:36;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;00161
08.07.2024 18:19:36;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;00161
08.07.2024 18:24:47;3,00;Kind Tageskarte ab 18 Uhr;1;Bar;00162
08.07.2024 18:31:03;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;00163
08.07.2024 19:51:59;-1.640,00;Entnahme: Entnahme;1;Bar;00164
09.07.2024 09:56:29;18,00;Fam Tageskarte;1;Bar;00165
09.07.2024 09:57:11;105,00;Saisonkarte Erwachsen;1;Bar;00166
09.07.2024 09:58:41;4,50;Kind Tageskarte;1;Bar;00167
09.07.2024 09:59:51;4,50;Kind Tageskarte;1;Bar;00168
09.07.2024 10:00:43;4,50;Kind Tageskarte;1;EC-Cash;00169
09.07.2024 10:00:43;7,00;Erw. Tageskarte;1;EC-Cash;00169
09.07.2024 10:01:03;4,50;Kind Tageskarte;1;Bar;00170
09.07.2024 10:01:38;7,00;Erw. Tageskarte;1;Bar;00171
09.07.2024 10:01:38;4,50;Kind Tageskarte;1;Bar;00171
09.07.2024 10:02:18;7,00;Erw. Tageskarte;1;Bar;00172
09.07.2024 10:02:53;7,00;Erw. Tageskarte;1;Bar;00173
09.07.2024 10:03:58;18,00;Fam Tageskarte;1;Bar;00174
09.07.2024 10:04:28;4,50;Kind Tageskarte;1;Bar;00175
09.07.2024 10:04:28;4,50;Kind Tageskarte;1;Bar;00175
09.07.2024 10:04:28;7,00;Erw. Tageskarte;1;Bar;00175
09.07.2024 10:05:44;4,50;Kind Tageskarte;1;Bar;00176
09.07.2024 10:05:44;4,50;Kind Tageskarte;1;Bar;00176
09.07.2024 10:06:08;4,50;Kind Tageskarte;1;Bar;00177
09.07.2024 10:06:50;185,00;Saisonkarte Familie 6W;1;Bar;00178
09.07.2024 10:08:34;7,00;Erw. Tageskarte;1;Bar;00179
09.07.2024 10:08:34;4,50;Kind Tageskarte;1;Bar;00179
09.07.2024 10:11:27;7,00;Erw. Tageskarte;1;EC-Cash;00180
09.07.2024 10:11:27;4,50;Kind Tageskarte;1;EC-Cash;00180
09.07.2024 10:11:52;7,00;Erw. Tageskarte;1;Bar;00181
09.07.2024 10:11:52;4,50;Kind Tageskarte;1;Bar;00181
09.07.2024 10:14:28;4,50;Kind Tageskarte;1;Bar;00182
09.07.2024 10:14:28;4,50;Kind Tageskarte;1;Bar;00182
09.07.2024 10:15:31;60,00;Saisonkarte ermäßigt;1;Bar;00183
09.07.2024 10:16:09;60,00;Saisonkarte ermäßigt;1;Bar;00184
09.07.2024 10:16:43;7,00;Erw. Tageskarte;1;Bar;00185
09.07.2024 10:23:36;18,00;Fam Tageskarte;1;Bar;00186
09.07.2024 10:24:21;7,00;Erw. Tageskarte;1;EC-Cash;00187
09.07.2024 10:24:21;4,50;Kind Tageskarte;1;EC-Cash;00187
09.07.2024 10:24:21;4,50;Kind Tageskarte;1;EC-Cash;00187
09.07.2024 10:25:04;7,00;Erw. Tageskarte;1;EC-Cash;00188
09.07.2024 10:25:04;4,50;Kind Tageskarte;1;EC-Cash;00188
09.07.2024 10:25:41;4,50;Kind Tageskarte;1;Bar;00189
09.07.2024 10:25:41;4,50;Kind Tageskarte;1;Bar;00189
09.07.2024 10:26:37;7,00;Erw. Tageskarte;1;Bar;00190
09.07.2024 10:26:37;7,00;Erw. Tageskarte;1;Bar;00190
09.07.2024 10:33:04;18,00;Fam Tageskarte;1;Bar;00191
09.07.2024 10:37:33;18,00;Fam Tageskarte;1;Bar;00192
09.07.2024 10:38:55;7,00;Erw. Tageskarte;1;EC-Cash;00193
09.07.2024 10:40:28;18,00;Fam Tageskarte;1;EC-Cash;00194
09.07.2024 10:41:57;7,00;Erw. Tageskarte;1;Bar;00195
09.07.2024 10:41:57;4,50;Kind Tageskarte;1;Bar;00195
09.07.2024 10:43:41;7,00;Erw. Tageskarte;1;Bar;00196
09.07.2024 10:43:41;4,50;Kind Tageskarte;1;Bar;00196
09.07.2024 10:43:41;4,50;Kind Tageskarte;1;Bar;00196
09.07.2024 10:44:41;7,00;Erw. Tageskarte;1;Bar;00197
09.07.2024 10:44:41;7,00;Erw. Tageskarte;1;Bar;00197
09.07.2024 10:45:31;7,00;Erw. Tageskarte;1;Bar;00198
09.07.2024 10:48:19;37,00;Zehnerkarte    Ermäßigt;1;Bar;00199
09.07.2024 10:49:08;60,00;Zehnerkarte Erwachsen;1;Bar;00200
09.07.2024 10:56:24;4,50;Kind Tageskarte;1;Bar;00201
09.07.2024 10:59:13;3,00;Wasserball;1;Bar;00202
09.07.2024 11:02:11;18,00;Fam Tageskarte;1;Bar;00203
09.07.2024 11:06:37;4,50;Kind Tageskarte;1;Bar;00204
09.07.2024 11:07:19;7,00;Erw. Tageskarte;1;Bar;00205
09.07.2024 11:07:19;4,50;Kind Tageskarte;1;Bar;00205
09.07.2024 11:07:19;4,50;Kind Tageskarte;1;Bar;00205
09.07.2024 11:08:57;7,00;Erw. Tageskarte;1;EC-Cash;00206
09.07.2024 11:16:35;4,50;Kind Tageskarte;1;Bar;00207
09.07.2024 11:16:49;4,50;Kind Tageskarte;1;Bar;00208
09.07.2024 11:16:49;4,50;Kind Tageskarte;1;Bar;00208
09.07.2024 11:21:03;60,00;Zehnerkarte Erwachsen;1;Bar;00209
09.07.2024 11:23:25;7,00;Erw. Tageskarte;1;Bar;00210
09.07.2024 11:23:25;7,00;Erw. Tageskarte;1;Bar;00210
09.07.2024 11:24:48;18,00;Fam Tageskarte;1;EC-Cash;00211
09.07.2024 11:25:24;4,50;Kind Tageskarte;1;Bar;00212
09.07.2024 11:28:56;4,50;Kind Tageskarte;1;Bar;00213
09.07.2024 11:31:39;18,00;Fam Tageskarte;1;Bar;00214
09.07.2024 11:35:05;7,00;Erw. Tageskarte;1;Bar;00215
09.07.2024 11:38:25;105,00;Saisonkarte Erwachsen;1;EC-Cash;00216
09.07.2024 11:41:09;4,50;Kind Tageskarte;1;Bar;00217
09.07.2024 11:43:48;18,00;Fam Tageskarte;1;EC-Cash;00218
09.07.2024 11:49:10;18,00;Fam Tageskarte;1;Bar;00219
09.07.2024 11:49:50;4,50;Kind Tageskarte;1;Bar;00220
09.07.2024 11:49:50;7,00;Erw. Tageskarte;1;Bar;00220
09.07.2024 11:58:25;115,00;Saisonkarte Familie 3W;1;EC-Cash;00221
09.07.2024 11:58:37;4,50;Kind Tageskarte;1;Bar;00222
09.07.2024 11:59:11;4,50;Kind Tageskarte;1;Bar;00223
09.07.2024 12:03:00;60,00;Saisonkarte ermäßigt;1;Bar;00224
09.07.2024 12:03:00;4,50;Kind Tageskarte;1;Bar;00224
09.07.2024 12:05:13;115,00;Saisonkarte Familie 3W;1;EC-Cash;00225
09.07.2024 12:06:11;37,00;Zehnerkarte    Ermäßigt;1;Bar;00226
09.07.2024 12:06:42;4,50;Kind Tageskarte;1;Bar;00227
09.07.2024 12:06:58;4,50;Kind Tageskarte;1;Bar;00228
09.07.2024 12:06:58;4,50;Kind Tageskarte;1;Bar;00228
09.07.2024 12:07:26;4,50;Kind Tageskarte;1;Bar;00229
09.07.2024 12:09:17;115,00;Saisonkarte Familie 3W;1;Bar;00230
09.07.2024 12:09:17;7,00;Erw. Tageskarte;1;Bar;00230
09.07.2024 12:09:17;4,50;Kind Tageskarte;1;Bar;00230
09.07.2024 12:09:17;4,50;Kind Tageskarte;1;Bar;00230
09.07.2024 12:14:11;4,50;Kind Tageskarte;1;Bar;00231
09.07.2024 12:14:11;7,00;Erw. Tageskarte;1;Bar;00231
09.07.2024 12:14:11;4,50;Kind Tageskarte;1;Bar;00231
09.07.2024 12:18:22;7,00;Erw. Tageskarte;1;Bar;00232
09.07.2024 12:18:23;4,50;Kind Tageskarte;1;Bar;00232
09.07.2024 12:18:23;4,50;Kind Tageskarte;1;Bar;00232
09.07.2024 12:19:03;7,00;Erw. Tageskarte;1;Bar;00233
09.07.2024 12:19:03;4,50;Kind Tageskarte;1;Bar;00233
09.07.2024 12:19:03;4,50;Kind Tageskarte;1;Bar;00233
09.07.2024 12:19:03;4,50;Kind Tageskarte;1;Bar;00233
09.07.2024 12:19:31;7,00;Erw. Tageskarte;1;Bar;00234
09.07.2024 12:19:31;4,50;Kind Tageskarte;1;Bar;00234
09.07.2024 12:20:22;4,50;Kind Tageskarte;1;Bar;00235
09.07.2024 12:27:48;4,50;Kind Tageskarte;1;Bar;00236
09.07.2024 12:28:04;4,50;Kind Tageskarte;1;Bar;00237
09.07.2024 12:28:43;7,00;Erw. Tageskarte;1;Bar;00238
09.07.2024 12:35:06;4,50;Kind Tageskarte;1;Bar;00239
09.07.2024 12:36:36;18,00;Fam Tageskarte;1;Bar;00240
09.07.2024 12:37:46;18,00;Fam Tageskarte;1;Bar;00241
09.07.2024 12:38:13;7,00;Erw. Tageskarte;1;Bar;00242
09.07.2024 12:39:48;105,00;Saisonkarte Erwachsen;1;Bar;00243
09.07.2024 12:40:42;4,50;Kind Tageskarte;1;Bar;00244
09.07.2024 12:42:23;60,00;Saisonkarte ermäßigt;1;Bar;00245
09.07.2024 12:43:11;4,50;Kind Tageskarte;1;Bar;00246
09.07.2024 12:43:11;18,00;Fam Tageskarte;1;Bar;00246
09.07.2024 12:43:11;4,50;Kind Tageskarte;1;Bar;00246
09.07.2024 12:43:11;4,50;Kind Tageskarte;1;Bar;00246
09.07.2024 12:46:48;7,00;Erw. Tageskarte;1;Bar;00247
09.07.2024 12:47:08;7,00;Erw. Tageskarte;1;Bar;00248
09.07.2024 12:49:14;7,00;Erw. Tageskarte;1;Bar;00249
09.07.2024 12:49:14;4,50;Kind Tageskarte;1;Bar;00249
09.07.2024 12:52:06;4,50;Kind Tageskarte;1;Bar;00250
09.07.2024 12:52:06;4,50;Kind Tageskarte;1;Bar;00250
09.07.2024 12:56:00;60,00;Saisonkarte ermäßigt;1;Bar;00251
09.07.2024 12:56:28;4,50;Kind Tageskarte;1;Bar;00252
09.07.2024 12:59:07;4,50;Kind Tageskarte;1;Bar;00253
09.07.2024 13:02:54;15,00;RGA Familienkart 15 €;1;Bar;00254
09.07.2024 13:03:25;4,50;Kind Tageskarte;1;Bar;00255
09.07.2024 13:03:41;4,50;Kind Tageskarte;1;Bar;00256
09.07.2024 13:12:00;37,00;Zehnerkarte    Ermäßigt;1;Bar;00257
09.07.2024 13:12:00;7,00;Erw. Tageskarte;1;Bar;00257
09.07.2024 13:12:00;7,00;Erw. Tageskarte;1;Bar;00257
09.07.2024 13:18:21;7,00;Erw. Tageskarte;1;Bar;00258
09.07.2024 13:18:21;7,00;Erw. Tageskarte;1;Bar;00258
09.07.2024 13:19:56;4,50;Kind Tageskarte;1;Bar;00259
09.07.2024 13:19:56;4,50;Kind Tageskarte;1;Bar;00259
09.07.2024 13:21:46;7,00;Erw. Tageskarte;1;Bar;00260
09.07.2024 13:21:46;4,50;Kind Tageskarte;1;Bar;00260
09.07.2024 13:24:29;18,00;Fam Tageskarte;1;Bar;00261
09.07.2024 13:24:29;7,00;Erw. Tageskarte;1;Bar;00261
09.07.2024 13:25:32;4,50;Kind Tageskarte;1;Bar;00262
09.07.2024 13:25:32;4,50;Kind Tageskarte;1;Bar;00262
09.07.2024 13:25:32;7,00;Erw. Tageskarte;1;Bar;00262
09.07.2024 13:25:57;7,00;Erw. Tageskarte;1;Bar;00263
09.07.2024 13:30:06;7,00;Erw. Tageskarte;1;Bar;00264
09.07.2024 13:30:06;4,50;Kind Tageskarte;1;Bar;00264
09.07.2024 13:30:43;4,50;Kind Tageskarte;1;Bar;00265
09.07.2024 13:30:43;7,00;Erw. Tageskarte;1;Bar;00265
09.07.2024 13:30:43;4,50;Kind Tageskarte;1;Bar;00265
09.07.2024 13:31:14;4,50;Kind Tageskarte;1;Bar;00266
09.07.2024 13:31:14;7,00;Erw. Tageskarte;1;Bar;00266
09.07.2024 13:31:42;4,50;Kind Tageskarte;1;Bar;00267
09.07.2024 13:31:52;7,00;Erw. Tageskarte;1;Bar;00268
09.07.2024 13:32:34;18,00;Fam Tageskarte;1;Bar;00269
09.07.2024 13:33:44;4,50;Kind Tageskarte;1;Bar;00270
09.07.2024 13:34:10;4,50;Kind Tageskarte;1;Bar;00271
09.07.2024 13:34:10;4,50;Kind Tageskarte;1;Bar;00271
09.07.2024 13:34:10;7,00;Erw. Tageskarte;1;Bar;00271
09.07.2024 13:36:47;7,00;Erw. Tageskarte;1;Bar;00272
09.07.2024 13:37:08;7,00;Erw. Tageskarte;1;Bar;00273
09.07.2024 13:37:24;7,00;Erw. Tageskarte;1;Bar;00274
09.07.2024 13:37:42;7,00;Erw. Tageskarte;1;Bar;00275
09.07.2024 13:38:13;7,00;Erw. Tageskarte;1;Bar;00276
09.07.2024 13:38:13;7,00;Erw. Tageskarte;1;Bar;00276
09.07.2024 13:42:49;7,00;Erw. Tageskarte;1;Bar;00277
09.07.2024 13:47:06;4,50;Kind Tageskarte;1;Bar;00278
09.07.2024 13:47:06;4,50;Kind Tageskarte;1;Bar;00278
09.07.2024 13:47:20;4,50;Kind Tageskarte;1;Bar;00279
09.07.2024 13:51:02;4,50;Kind Tageskarte;1;Bar;00280
09.07.2024 13:51:51;18,00;Fam Tageskarte;1;Bar;00281
09.07.2024 13:55:08;7,00;Erw. Tageskarte;1;Bar;00282
09.07.2024 13:55:26;7,00;Erw. Tageskarte;1;Bar;00283
09.07.2024 13:57:14;7,00;Erw. Tageskarte;1;EC-Cash;00284
09.07.2024 13:57:14;4,50;Kind Tageskarte;1;EC-Cash;00284
09.07.2024 13:57:14;4,50;Kind Tageskarte;1;EC-Cash;00284
09.07.2024 13:58:32;7,00;Erw. Tageskarte;1;Bar;00285
09.07.2024 13:58:32;4,50;Kind Tageskarte;1;Bar;00285
09.07.2024 13:59:08;4,50;Kind Tageskarte;1;Bar;00286
09.07.2024 13:59:08;4,50;Kind Tageskarte;1;Bar;00286
09.07.2024 13:59:40;4,50;Kind Tageskarte;1;Bar;00287
09.07.2024 13:59:40;4,50;Kind Tageskarte;1;Bar;00287
09.07.2024 13:59:40;4,50;Kind Tageskarte;1;Bar;00287
09.07.2024 14:00:02;4,50;Kind Tageskarte;1;Bar;00288
09.07.2024 14:00:45;4,50;Kind Tageskarte;1;Bar;00289
09.07.2024 14:00:45;4,50;Kind Tageskarte;1;Bar;00289
09.07.2024 14:01:38;4,50;Kind Tageskarte;1;Bar;00290
09.07.2024 14:01:38;4,50;Kind Tageskarte;1;Bar;00290
09.07.2024 14:02:20;7,00;Erw. Tageskarte;1;Bar;00291
09.07.2024 14:04:40;7,00;Erw. Tageskarte;1;Bar;00292
09.07.2024 14:08:43;4,50;Kind Tageskarte;1;Bar;00293
09.07.2024 14:08:43;7,00;Erw. Tageskarte;1;Bar;00293
09.07.2024 14:09:17;7,00;Erw. Tageskarte;1;Bar;00294
09.07.2024 14:11:21;7,00;Erw. Tageskarte;1;Bar;00295
09.07.2024 14:11:21;4,50;Kind Tageskarte;1;Bar;00295
09.07.2024 14:11:21;4,50;Kind Tageskarte;1;Bar;00295
09.07.2024 14:14:41;7,00;Erw. Tageskarte;1;Bar;00296
09.07.2024 14:17:11;4,50;Kind Tageskarte;1;Bar;00297
09.07.2024 14:17:11;4,50;Kind Tageskarte;1;Bar;00297
09.07.2024 14:17:11;4,50;Kind Tageskarte;1;Bar;00297
09.07.2024 14:19:13;4,50;Kind Tageskarte;1;Bar;00298
09.07.2024 14:19:13;4,50;Kind Tageskarte;1;Bar;00298
09.07.2024 14:19:13;37,00;Zehnerkarte    Ermäßigt;1;Bar;00298
09.07.2024 14:20:41;7,00;Erw. Tageskarte;1;Bar;00299
09.07.2024 14:20:41;4,50;Kind Tageskarte;1;Bar;00299
09.07.2024 14:21:09;4,50;Kind Tageskarte;1;Bar;00300
09.07.2024 14:24:03;7,00;Erw. Tageskarte;1;Bar;00301
09.07.2024 14:24:38;7,00;Erw. Tageskarte;1;Bar;00302
09.07.2024 14:24:38;4,50;Kind Tageskarte;1;Bar;00302
09.07.2024 14:24:38;4,50;Kind Tageskarte;1;Bar;00302
09.07.2024 14:25:20;4,50;Kind Tageskarte;1;Bar;00303
09.07.2024 14:25:20;7,00;Erw. Tageskarte;1;Bar;00303
09.07.2024 14:25:20;4,50;Kind Tageskarte;1;Bar;00303
09.07.2024 14:25:58;7,00;Erw. Tageskarte;1;Bar;00304
09.07.2024 14:28:34;4,50;Kind Tageskarte;1;Bar;00305
09.07.2024 14:28:34;4,50;Kind Tageskarte;1;Bar;00305
09.07.2024 14:29:59;18,00;Fam Tageskarte;1;Bar;00306
09.07.2024 14:30:31;7,00;Erw. Tageskarte;1;Bar;00307
09.07.2024 14:32:58;7,00;Erw. Tageskarte;1;Bar;00308
09.07.2024 14:32:58;7,00;Erw. Tageskarte;1;Bar;00308
09.07.2024 14:42:14;4,50;Kind Tageskarte;1;Bar;00309
09.07.2024 14:42:14;4,50;Kind Tageskarte;1;Bar;00309
09.07.2024 14:43:54;105,00;Saisonkarte Erwachsen;1;Bar;00310
09.07.2024 14:44:19;4,50;Kind Tageskarte;1;Bar;00311
09.07.2024 14:44:19;4,50;Kind Tageskarte;1;Bar;00311
09.07.2024 14:48:32;4,50;Kind Tageskarte;1;Bar;00312
09.07.2024 14:48:32;7,00;Erw. Tageskarte;1;Bar;00312
09.07.2024 14:49:18;18,00;Fam Tageskarte;1;Bar;00313
09.07.2024 14:50:23;18,00;Fam Tageskarte;1;Bar;00314
09.07.2024 14:52:21;18,00;Fam Tageskarte;1;Bar;00315
09.07.2024 14:57:54;7,00;Erw. Tageskarte;1;Bar;00316
09.07.2024 14:58:57;4,50;Kind Tageskarte;1;Bar;00317
09.07.2024 14:59:43;7,00;Erw. Tageskarte;1;Bar;00318
09.07.2024 15:00:13;4,50;Kind Tageskarte;1;Bar;00319
09.07.2024 15:00:13;4,50;Kind Tageskarte;1;Bar;00319
